"FID_","POINT_ID","COMMENT","CAL_MOISTU","TEMP_C","REAL_DC","REAL_DC_TC","IMAG_DC","IMAG_DC_TC","SALINITY","CONDUCT","CONDUCT_TC","DATE_","TIME_","VEG_TYPE","VEG_HEIGHT","VEG_ID","SOIL_ID","ROCK_FRAC","IRRI_TYPE","DEW","LATITUDE","LONGITUDE","ALTITUDE"
,"33"," ",0.317874,17.700000,20.779000,20.485865,7.959000,8.628000,0.383000,0.022000,0.024000,"2015-09-11","9:43:52 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6128115.808094,435113.715493,141.600000
,"34"," ",0.322126,17.700000,21.171000,20.837262,7.706000,8.354000,0.364000,0.021000,0.023000,"2015-09-11","9:45:48 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6128123.643712,435149.864572,141.400000
,"35"," ",0.333548,17.700000,22.226000,21.796030,7.176000,7.779000,0.323000,0.020000,0.022000,"2015-09-11","9:46:30 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6128122.902222,435149.565603,141.800000
,"36"," ",0.328859,17.500000,21.760000,21.399790,7.825000,8.492000,0.360000,0.022000,0.024000,"2015-09-11","9:47:08 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6128122.354218,435150.482226,141.700000
,"37"," ",0.265650,17.700000,16.670000,16.413566,6.148000,6.657000,0.369000,0.017000,0.019000,"2015-09-11","9:49:30 AM","Bare Soil","0 cm"," "," ","0","None","None",6128126.520087,435190.460470,141.700000
,"38"," ",0.276059,17.700000,17.492000,17.189254,6.064000,6.566000,0.347000,0.017000,0.018000,"2015-09-11","9:50:47 AM","Bare Soil","0 cm"," "," ","0","None","None",6128126.445458,435231.990074,142.500000
,"39"," ",0.326737,17.700000,21.469000,21.221658,8.880000,9.606000,0.414000,0.025000,0.027000,"2015-09-11","9:52:11 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6128125.802111,435271.546135,141.300000
,"40"," ",0.264575,17.700000,16.013000,16.334423,12.434000,13.465000,0.777000,0.035000,0.037000,"2015-09-11","9:53:38 AM","Bare Soil","0 cm"," "," ","0","None","None",6128126.874945,435318.543945,141.100000
,"41"," ",0.336189,17.700000,22.289000,22.020736,9.068000,9.830000,0.407000,0.025000,0.027000,"2015-09-11","9:56:17 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6128123.569267,435399.800023,139.500000
,"42"," ",0.311550,17.700000,20.301000,19.968715,7.257000,7.858000,0.357000,0.020000,0.022000,"2015-09-11","9:56:55 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6128123.935697,435399.341065,140.200000
,"43"," ",0.314125,17.900000,20.479000,20.178453,7.621000,8.253000,0.372000,0.021000,0.023000,"2015-09-11","9:57:31 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6128123.006152,435398.587044,140.600000
,"44"," ",0.284649,17.700000,17.940000,17.842844,8.653000,9.391000,0.482000,0.024000,0.026000,"2015-09-11","10:08:33 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6127876.448449,435401.398555,141.600000
,"45"," ",0.298630,17.900000,19.083000,18.932789,8.637000,9.353000,0.453000,0.024000,0.026000,"2015-09-11","10:09:22 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6127876.274393,435402.920957,141.100000
,"46"," ",0.324053,17.900000,21.109000,20.997512,10.212000,11.046000,0.484000,0.028000,0.031000,"2015-09-11","10:09:56 AM","Grass: Pasture","0 cm"," "," ","0","None","None",6127876.464613,435403.680194,141.000000
,"47"," ",0.316678,18.000000,20.668000,20.387496,7.932000,8.570000,0.384000,0.022000,0.024000,"2015-09-11","10:11:09 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127877.634978,435360.166464,140.600000
,"48"," ",0.357113,18.000000,24.013000,23.842176,11.104000,11.971000,0.462000,0.031000,0.033000,"2015-09-11","10:12:14 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127880.101115,435316.947759,140.900000
,"49"," ",0.299729,18.000000,19.232000,19.019837,7.994000,8.609000,0.416000,0.022000,0.024000,"2015-09-11","10:13:28 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127877.204772,435273.462856,140.500000
,"50"," ",0.358857,18.000000,24.304000,23.997274,9.637000,10.378000,0.397000,0.027000,0.029000,"2015-09-11","10:19:56 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127876.223584,435213.383620,138.200000
,"51"," ",0.323255,18.200000,21.065000,20.931071,9.896000,10.657000,0.470000,0.028000,0.030000,"2015-09-11","10:22:09 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127875.226855,435151.174859,139.800000
,"52"," ",0.316872,18.200000,20.581000,20.403462,9.099000,9.788000,0.442000,0.025000,0.027000,"2015-09-11","10:22:47 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127874.865846,435152.394363,139.700000
,"53"," ",0.318870,18.400000,20.703000,20.567848,9.653000,10.372000,0.466000,0.027000,0.029000,"2015-09-11","10:23:27 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127876.161830,435152.689380,139.600000
,"54"," ",0.286312,18.800000,18.187000,17.970815,7.083000,7.577000,0.389000,0.020000,0.021000,"2015-09-11","10:24:56 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127877.343988,435111.000905,140.900000
,"55"," ",0.363316,18.900000,23.875000,24.396035,20.515000,21.873000,0.859000,0.057000,0.061000,"2015-09-11","10:26:15 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127877.238633,435070.234285,140.700000
,"56"," ",0.294655,19.100000,18.739000,18.619581,8.679000,9.233000,0.463000,0.024000,0.026000,"2015-09-11","10:27:21 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127876.202435,435028.561590,141.700000
,"57"," ",0.274539,19.100000,17.015000,17.074882,10.342000,10.977000,0.608000,0.029000,0.031000,"2015-09-11","10:28:38 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6127875.338948,434985.214380,142.100000
,"58"," ",0.342970,19.500000,22.719000,22.603151,10.881000,11.510000,0.479000,0.030000,0.032000,"2015-09-11","10:29:54 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127875.771246,434942.162162,142.400000
,"59"," ",0.402245,19.700000,27.766000,28.017321,19.652000,20.718000,0.708000,0.055000,0.058000,"2015-09-11","10:31:38 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127873.989706,434899.734207,142.000000
,"60"," ",0.365029,19.500000,24.219000,24.550103,18.788000,19.784000,0.776000,0.052000,0.055000,"2015-09-11","10:33:02 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127873.431953,434899.281838,140.400000
,"61"," ",0.365029,19.500000,24.219000,24.550103,18.788000,19.784000,0.776000,0.052000,0.055000,"2015-09-11","10:33:33 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127873.431953,434899.281838,140.400000
,"62"," ",0.423710,19.700000,29.944000,30.121163,19.711000,20.733000,0.658000,0.055000,0.058000,"2015-09-11","10:35:13 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127875.472703,434900.332088,140.900000
,"63"," ",0.340920,19.500000,22.527000,22.426243,11.072000,11.646000,0.492000,0.031000,0.032000,"2015-09-11","10:36:43 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127881.200600,434848.267104,142.100000
,"64"," ",0.486743,19.900000,36.075000,36.739390,31.598000,33.160000,0.876000,0.088000,0.092000,"2015-09-11","10:39:25 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127881.224524,434799.893648,142.000000
,"65"," ",0.354570,19.900000,23.246000,23.616974,19.434000,20.349000,0.836000,0.054000,0.057000,"2015-09-11","10:40:42 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127880.180560,434757.308282,138.500000
,"66"," ",0.422821,20.100000,30.021000,30.032498,17.185000,17.953000,0.572000,0.048000,0.050000,"2015-09-11","10:42:48 AM","Grass: Pasture","30 cm"," "," ","0","None","None",6127881.881644,434710.900334,141.400000
,"67"," ",0.447715,19.900000,31.738000,32.564113,32.013000,33.480000,1.009000,0.089000,0.093000,"2015-09-11","10:45:18 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127875.529000,434649.794696,141.000000
,"68"," ",0.369379,20.100000,24.504000,24.943574,21.643000,22.635000,0.883000,0.060000,0.063000,"2015-09-11","10:46:46 AM","Grass: Pasture","10 cm"," "," ","0","None","Small Droplets",6127874.791854,434650.104214,140.500000
,"69"," ",0.392684,19.900000,26.574000,27.104716,24.060000,25.163000,0.905000,0.067000,0.070000,"2015-09-11","10:48:02 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127874.975595,434649.950780,141.000000
,"70"," ",0.293765,19.900000,18.447000,18.549859,12.162000,12.734000,0.659000,0.034000,0.035000,"2015-09-11","10:49:47 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127877.784033,434603.382763,141.700000
,"71"," ",0.413767,20.100000,28.422000,29.137101,28.711000,30.062000,1.010000,0.080000,0.084000,"2015-09-11","10:51:49 AM","Grass: Pasture","20 cm"," "," ","0","Drip","None",6127876.364029,434560.039521,142.200000
,"72"," ",0.377933,20.300000,25.197000,25.726401,24.083000,25.129000,0.956000,0.067000,0.070000,"2015-09-11","10:53:08 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127876.229994,434515.622230,141.400000
,"73"," ",0.362280,20.700000,24.035000,24.303073,19.109000,19.870000,0.795000,0.053000,0.055000,"2015-09-11","10:54:37 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127874.820504,434473.800095,141.300000
,"74"," ",0.357847,20.300000,23.715000,23.907406,17.096000,17.735000,0.721000,0.048000,0.049000,"2015-09-11","11:04:15 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.287592,434654.478329,141.500000
,"75"," ",0.332154,20.900000,21.569000,21.677857,14.612000,15.159000,0.677000,0.041000,0.042000,"2015-09-11","11:04:56 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127623.993770,434654.487602,140.300000
,"76"," ",0.323645,20.900000,20.895000,20.963460,13.396000,13.865000,0.641000,0.037000,0.039000,"2015-09-11","11:05:57 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127624.366704,434654.941268,141.100000
,"77"," ",0.368344,20.900000,24.591000,24.849692,19.582000,20.267000,0.796000,0.054000,0.056000,"2015-09-11","11:07:24 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.237226,434699.047814,141.000000
,"78"," ",0.412982,20.700000,28.892000,29.060126,19.929000,20.627000,0.690000,0.055000,0.057000,"2015-09-11","11:08:38 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127626.665296,434743.606710,141.300000
,"79"," ",0.471208,20.700000,34.493000,35.047298,31.016000,32.101000,0.899000,0.086000,0.089000,"2015-09-11","11:09:51 AM","Grass: Pasture","10 cm"," "," ","0","None","Small Droplets",6127627.358172,434788.779324,140.800000
,"80"," ",0.347539,20.900000,22.917000,22.999810,14.876000,15.378000,0.649000,0.041000,0.043000,"2015-09-11","11:11:11 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127627.117969,434832.741704,138.900000
,"81"," ",0.290207,20.700000,17.657000,18.272246,22.675000,23.441000,1.284000,0.063000,0.065000,"2015-09-11","11:13:00 AM","Bare Soil","0 cm"," "," ","0","None","None",6127625.231451,434879.149641,140.300000
,"82"," ",0.311650,20.900000,20.004000,19.976825,10.852000,11.218000,0.542000,0.030000,0.031000,"2015-09-11","11:14:46 AM","Grass: Pasture","50 cm"," "," ","0","None","None",6127624.834454,434901.208853,140.200000
,"83"," ",0.320046,20.900000,20.716000,20.664935,10.746000,11.109000,0.519000,0.030000,0.031000,"2015-09-11","11:15:24 AM","Grass: Pasture","40 cm"," "," ","0","None","None",6127625.203031,434901.054109,140.300000
,"84"," ",0.351096,21.100000,23.392000,23.311024,11.558000,11.935000,0.494000,0.032000,0.033000,"2015-09-11","11:16:02 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.204118,434901.206214,140.400000
,"85"," ",0.317084,20.900000,20.462000,20.420861,10.839000,11.179000,0.530000,0.030000,0.031000,"2015-09-11","11:18:23 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127627.011715,434947.283535,138.700000
,"86"," ",0.290953,21.100000,18.392000,18.330310,9.154000,9.430000,0.498000,0.025000,0.026000,"2015-09-11","11:19:47 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127627.918778,434996.713772,138.200000
,"87"," ",0.325357,21.100000,21.090000,21.106247,12.480000,12.841000,0.592000,0.035000,0.036000,"2015-09-11","11:21:12 AM","Grass: Pasture","10 cm"," "," ","0","None","Small Droplets",6127625.480182,435043.581927,139.000000
,"88"," ",0.315860,21.300000,20.395000,20.320454,9.956000,10.220000,0.488000,0.028000,0.028000,"2015-09-11","11:22:33 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6127624.893994,435091.045314,138.900000
,"89"," ",0.318754,21.300000,20.596000,20.558297,10.953000,11.244000,0.532000,0.030000,0.031000,"2015-09-11","11:25:22 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6127625.682526,435149.907371,139.500000
,"90"," ",0.312668,21.300000,20.088000,20.059625,10.885000,11.173000,0.542000,0.030000,0.031000,"2015-09-11","11:26:16 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.865194,435149.601846,139.400000
,"91"," ",0.320436,21.500000,20.735000,20.697212,11.006000,11.271000,0.531000,0.031000,0.031000,"2015-09-11","11:26:53 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127626.233775,435149.447112,139.000000
,"92"," ",0.427783,20.300000,30.477000,30.528900,18.285000,19.013000,0.600000,0.051000,0.053000,"2015-09-11","11:34:32 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127620.416629,435215.201184,139.000000
,"93"," ",0.356924,19.700000,23.886000,23.825400,12.474000,13.075000,0.522000,0.035000,0.036000,"2015-09-11","11:36:45 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6127624.451418,435262.783811,138.800000
,"94"," ",0.371391,19.500000,25.119000,25.126620,14.231000,14.969000,0.567000,0.040000,0.042000,"2015-09-11","11:37:53 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.479008,435303.390622,139.800000
,"95"," ",0.314879,19.700000,20.166000,20.240083,12.509000,13.187000,0.620000,0.035000,0.037000,"2015-09-11","11:39:41 AM","Grass: Pasture","20 cm"," "," ","0","None","None",6127623.879942,435338.540006,140.700000
,"96"," ",0.383459,19.900000,25.597000,26.238532,25.223000,26.561000,0.985000,0.070000,0.074000,"2015-09-11","11:41:46 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.688561,435385.073674,140.200000
,"97"," ",0.393478,20.300000,26.805000,27.179912,21.978000,23.091000,0.820000,0.061000,0.064000,"2015-09-11","11:42:52 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127626.363769,435402.105514,139.600000
,"98"," ",0.344408,20.500000,22.413000,22.727570,18.697000,19.599000,0.834000,0.052000,0.054000,"2015-09-11","11:43:52 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127625.634141,435403.479698,140.500000
,"99"," ",0.388607,20.700000,26.464000,26.720185,20.131000,21.054000,0.761000,0.056000,0.059000,"2015-09-11","11:44:40 AM","Grass: Pasture","10 cm"," "," ","0","None","None",6127626.186481,435403.171559,140.700000
,"100"," ",0.300300,20.900000,18.860000,19.065135,15.092000,15.693000,0.800000,0.042000,0.044000,"2015-09-11","12:32:01 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129534.328757,435958.371454,142.000000
,"101"," ",0.260712,21.100000,15.982000,16.051845,10.672000,11.072000,0.668000,0.030000,0.031000,"2015-09-11","12:32:38 PM","Grass: Pasture","10 cm"," "," ","0","None","Small Droplets",6129534.510385,435957.913746,142.000000
,"102"," ",0.300024,21.300000,18.983000,19.043227,12.268000,12.697000,0.646000,0.034000,0.035000,"2015-09-11","12:33:17 PM","Bare Soil","0 cm"," "," ","0","None","None",6129534.692012,435957.456038,141.800000
,"103"," ",0.346961,21.300000,22.950000,22.949415,13.135000,13.547000,0.572000,0.037000,0.038000,"2015-09-11","12:34:40 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129534.433237,435999.601815,139.300000
,"104"," ",0.372560,21.300000,25.311000,25.233283,12.665000,13.047000,0.500000,0.035000,0.036000,"2015-09-11","12:35:48 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129531.412468,436043.288388,140.500000
,"105"," ",0.393957,21.300000,27.038000,27.225383,20.002000,20.581000,0.740000,0.056000,0.057000,"2015-09-11","12:37:12 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129530.986585,436088.021758,139.700000
,"106"," ",0.283520,21.500000,17.506000,17.756271,16.390000,16.845000,0.936000,0.046000,0.047000,"2015-09-11","12:39:23 PM","Grass: Pasture","20 cm"," "," ","0","None","Small Droplets",6129531.272115,436128.794389,141.100000
,"107"," ",0.272857,21.700000,17.019000,16.948698,7.920000,8.120000,0.465000,0.022000,0.023000,"2015-09-11","12:40:53 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129528.421722,436170.501822,140.800000
,"108"," ",0.313137,21.700000,20.166000,20.097891,9.815000,10.040000,0.487000,0.027000,0.028000,"2015-09-11","12:42:25 PM","Grass: Pasture","10 cm"," "," ","0"," ","Small Droplets",6129533.878960,436210.781843,141.500000
,"109"," ",0.274238,21.900000,17.118000,17.052249,8.013000,8.187000,0.468000,0.022000,0.023000,"2015-09-11","12:43:04 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129533.688811,436210.022452,141.500000
,"110"," ",0.233895,22.100000,14.193000,14.157758,7.153000,7.282000,0.504000,0.020000,0.020000,"2015-09-11","12:44:12 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129534.233730,436208.649344,141.100000
,"111"," ",0.284647,22.400000,17.898000,17.842714,8.520000,8.643000,0.476000,0.024000,0.024000,"2015-09-11","12:46:08 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129532.139305,436252.785779,137.600000
,"112"," ",0.240921,22.400000,14.658000,14.642540,8.025000,8.121000,0.548000,0.022000,0.023000,"2015-09-11","12:48:33 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129532.762528,436209.724640,137.500000
,"113"," ",0.257150,22.400000,15.799000,15.793401,9.032000,9.140000,0.572000,0.025000,0.025000,"2015-09-11","12:50:49 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129533.551144,436296.136985,140.600000
,"114"," ",0.454779,22.600000,33.468000,33.301164,13.314000,13.457000,0.398000,0.037000,0.037000,"2015-09-11","12:52:06 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129533.100666,436337.523320,140.200000
,"115"," ",0.333677,22.600000,21.835000,21.806950,11.744000,11.840000,0.538000,0.033000,0.033000,"2015-09-11","12:53:45 PM","Grass: Pasture","10 cm"," "," ","0","None","None",6129536.615254,436390.901380,140.800000
,"116"," ",0.335159,22.800000,21.936000,21.932946,12.747000,12.836000,0.581000,0.035000,0.036000,"2015-09-11","12:55:40 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129536.736859,436434.870176,141.400000
,"117"," ",0.323852,22.600000,20.987000,20.980706,12.094000,12.163000,0.576000,0.034000,0.034000,"2015-09-11","12:58:04 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129533.950185,436459.384780,140.600000
,"118"," ",0.321962,22.800000,20.798000,20.823610,13.288000,13.348000,0.639000,0.037000,0.037000,"2015-09-11","12:58:42 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129533.580524,436459.387355,140.700000
,"119"," ",0.328055,23.300000,21.291000,21.332233,14.737000,14.786000,0.692000,0.041000,0.041000,"2015-09-11","12:59:28 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129533.396752,436459.540779,140.800000
,"120"," ",0.350442,21.700000,23.401000,23.253591,9.618000,9.767000,0.411000,0.027000,0.027000,"2015-09-11","1:11:00 PM","Grass: Pasture","20 cm"," "," ","0","None","None",6129779.516294,436447.024211,141.400000
